"","year","fips","noncit_pop","moe"
"24400",2015,"17157",208,87
"24401",2016,"17157",194,59
"24402",2017,"17157",208,74
"24403",2018,"17157",280,79
"24404",2009,"18135",211,102
"24405",2010,"18135",246,138
"24406",2011,"18135",283,143
"24407",2012,"18135",163,106
"24408",2013,"18135",220,112
"24409",2014,"18135",226,102
"24410",2015,"18135",222,97
"24411",2016,"18135",305,121
"24412",2017,"18135",324,117
"24413",2018,"18135",288,136
"24414",2009,"29175",125,60
"24415",2010,"29175",98,47
"24416",2011,"29175",115,66
"24417",2012,"29175",80,56
"24418",2013,"29175",52,33
"24419",2014,"29175",78,50
"24420",2015,"29175",116,78
"24421",2016,"29175",98,63
"24422",2017,"29175",136,78
"24423",2018,"29175",96,74
"24424",2009,"37151",8489,581
"24425",2010,"37151",7928,603
"24426",2011,"37151",7804,597
"24427",2012,"37151",7510,499
"24428",2013,"37151",7788,562
"24429",2014,"37151",7624,672
"24430",2015,"37151",7043,649
"24431",2016,"37151",7092,530
"24432",2017,"37151",6849,639
"24433",2018,"37151",6918,666
"24434",2009,"54083",149,91
"24435",2010,"54083",150,68
"24436",2011,"54083",80,59
"24437",2012,"54083",70,43
"24438",2013,"54083",47,28
"24439",2014,"54083",50,31
"24440",2015,"54083",109,72
"24441",2016,"54083",93,51
"24442",2017,"54083",122,73
"24443",2018,"54083",110,54
"24444",2009,"28121",1371,510
"24445",2010,"28121",2015,387
"24446",2011,"28121",2060,363
"24447",2012,"28121",2137,478
"24448",2013,"28121",2263,418
"24449",2014,"28121",2117,511
"24450",2015,"28121",2248,507
"24451",2016,"28121",2089,417
"24452",2017,"28121",2294,404
"24453",2018,"28121",2378,436
"24454",2009,"38073",3,4
"24455",2010,"38073",4,6
"24456",2011,"38073",2,4
"24457",2012,"38073",5,7
"24458",2013,"38073",18,12
"24459",2014,"38073",21,16
"24460",2015,"38073",25,24
"24461",2016,"38073",62,45
"24462",2017,"38073",72,33
"24463",2018,"38073",97,60
"24464",2009,"22079",1668,261
"24465",2010,"22079",1589,273
"24466",2011,"22079",1615,313
"24467",2012,"22079",1456,357
"24468",2013,"22079",1666,458
"24469",2014,"22079",2110,429
"24470",2015,"22079",2278,410
"24471",2016,"22079",2122,388
"24472",2017,"22079",2242,433
"24473",2018,"22079",2080,341
"24474",2009,"51157",83,65
"24475",2010,"51157",71,60
"24476",2011,"51157",104,83
"24477",2012,"51157",168,96
"24478",2013,"51157",187,95
"24479",2014,"51157",214,89
"24480",2015,"51157",231,106
"24481",2016,"51157",207,89
"24482",2017,"51157",196,102
"24483",2018,"51157",180,95
"24484",2009,"30081",257,92
"24485",2010,"30081",288,117
"24486",2011,"30081",431,208
"24487",2012,"30081",364,172
"24488",2013,"30081",343,185
"24489",2014,"30081",305,177
"24490",2015,"30081",232,146
"24491",2016,"30081",127,63
"24492",2017,"30081",193,115
"24493",2018,"30081",288,161
"24494",2009,"20153",8,9
"24495",2010,"20153",39,24
"24496",2011,"20153",47,27
"24497",2012,"20153",60,36
"24498",2013,"20153",59,28
"24499",2014,"20153",73,29
"24500",2015,"20153",81,28
"24501",2016,"20153",62,22
"24502",2017,"20153",78,27
"24503",2018,"20153",71,21
"24504",2009,"29177",62,33
"24505",2010,"29177",92,43
"24506",2011,"29177",95,48
"24507",2012,"29177",73,41
"24508",2013,"29177",51,35
"24509",2014,"29177",61,40
"24510",2015,"29177",42,32
"24511",2016,"29177",26,21
"24512",2017,"29177",32,24
"24513",2018,"29177",58,37
"24514",2009,"48383",469,139
"24515",2010,"48383",468,158
"24516",2011,"48383",507,143
"24517",2012,"48383",665,169
"24518",2013,"48383",546,136
"24519",2014,"48383",586,128
"24520",2015,"48383",605,159
"24521",2016,"48383",482,165
"24522",2017,"48383",541,187
"24523",2018,"48383",494,181
"24524",2009,"48385",88,48
"24525",2010,"48385",124,81
"24526",2011,"48385",122,81
"24527",2012,"48385",84,67
"24528",2013,"48385",75,55
"24529",2014,"48385",75,54
"24530",2015,"48385",53,35
"24531",2016,"48385",126,107
"24532",2017,"48385",109,105
"24533",2018,"48385",80,86
"24534",2009,"27125",21,21
"24535",2010,"27125",32,31
"24536",2011,"27125",38,34
"24537",2012,"27125",16,17
"24538",2013,"27125",33,16
"24539",2014,"27125",33,16
"24540",2015,"27125",17,10
"24541",2016,"27125",28,14
"24542",2017,"27125",35,21
"24543",2018,"27125",19,13
"24544",2009,"48387",126,79
"24545",2010,"48387",221,103
"24546",2011,"48387",300,74
"24547",2012,"48387",328,85
"24548",2013,"48387",348,86
"24549",2014,"48387",260,141
"24550",2015,"48387",237,163
"24551",2016,"48387",157,114
"24552",2017,"48387",134,107
"24553",2018,"48387",142,106
"24554",2009,"22081",27,30
"24555",2010,"22081",8,13
"24556",2011,"22081",5,8
"24557",2012,"22081",9,20
"24558",2013,"22081",11,17
"24559",2014,"22081",53,47
"24560",2015,"22081",44,43
"24561",2016,"22081",45,62
"24562",2017,"22081",55,76
"24563",2018,"22081",59,71
"24564",2009,"31145",53,59
"24565",2010,"31145",37,48
"24566",2011,"31145",78,70
"24567",2012,"31145",121,95
"24568",2013,"31145",93,90
"24569",2014,"31145",117,95
"24570",2015,"31145",167,136
"24571",2016,"31145",149,116
"24572",2017,"31145",49,49
"24573",2018,"31145",73,55
"24574",2009,"27127",141,52
"24575",2010,"27127",200,56
"24576",2011,"27127",203,55
"24577",2012,"27127",231,51
"24578",2013,"27127",221,48
"24579",2014,"27127",231,56
"24580",2015,"27127",204,34
"24581",2016,"27127",202,48
"24582",2017,"27127",200,53
"24583",2018,"27127",145,43
"24584",2009,"48389",1420,303
"24585",2010,"48389",1698,440
"24586",2011,"48389",1808,371
"24587",2012,"48389",2177,287
"24588",2013,"48389",1933,396
"24589",2014,"48389",2330,454
"24590",2015,"48389",2869,378
"24591",2016,"48389",3032,372
"24592",2017,"48389",2567,323
"24593",2018,"48389",2632,405
"24594",2009,"48391",189,168
"24595",2010,"48391",214,129
"24596",2011,"48391",148,83
"24597",2012,"48391",180,95
"24598",2013,"48391",231,99
"24599",2014,"48391",240,112
"24600",2015,"48391",157,77
"24601",2016,"48391",158,85
"24602",2017,"48391",111,58
"24603",2018,"48391",83,55
"24604",2009,"20155",519,174
"24605",2010,"20155",549,163
"24606",2011,"20155",651,242
"24607",2012,"20155",927,244
"24608",2013,"20155",905,235
"24609",2014,"20155",1138,258
"24610",2015,"20155",1312,265
"24611",2016,"20155",1212,241
"24612",2017,"20155",1138,243
"24613",2018,"20155",1230,252
"24614",2009,"36083",3955,696
"24615",2010,"36083",4134,558
"24616",2011,"36083",3813,552
"24617",2012,"36083",3537,495
"24618",2013,"36083",3849,516
"24619",2014,"36083",3877,572
"24620",2015,"36083",3456,463
"24621",2016,"36083",3541,495
"24622",2017,"36083",3655,436
"24623",2018,"36083",3782,423
"24624",2009,"27129",343,62
"24625",2010,"27129",273,76
"24626",2011,"27129",284,89
"24627",2012,"27129",282,88
"24628",2013,"27129",245,91
"24629",2014,"27129",239,89
"24630",2015,"27129",265,72
"24631",2016,"27129",274,64
"24632",2017,"27129",285,67
"24633",2018,"27129",263,64
"24634",2009,"38075",15,13
"24635",2010,"38075",23,14
"24636",2011,"38075",19,12
"24637",2012,"38075",29,14
"24638",2013,"38075",24,12
"24639",2014,"38075",14,10
"24640",2015,"38075",10,8
"24641",2016,"38075",11,8
"24642",2017,"38075",9,7
"24643",2018,"38075",6,7
"24644",2009,"20157",18,15
"24645",2010,"20157",13,11
"24646",2011,"20157",8,9
"24647",2012,"20157",8,8
"24648",2013,"20157",9,8
"24649",2014,"20157",13,11
"24650",2015,"20157",31,22
"24651",2016,"20157",43,31
"24652",2017,"20157",45,27
"24653",2018,"20157",45,34
"24654",2009,"29179",12,15
"24655",2010,"29179",10,13
"24656",2011,"29179",14,19
"24657",2012,"29179",2,4
"24658",2013,"29179",4,7
"24659",2014,"29179",4,7
"24660",2015,"29179",2,3
"24661",2016,"29179",6,9
"24662",2017,"29179",8,13
"24663",2018,"29179",34,45
"24664",2009,"47143",417,160
"24665",2010,"47143",523,188
"24666",2011,"47143",580,135
"24667",2012,"47143",622,190
"24668",2013,"47143",538,187
"24669",2014,"47143",517,154
"24670",2015,"47143",540,145
"24671",2016,"47143",561,163
"24672",2017,"47143",558,128
"24673",2018,"47143",676,158
"24674",2009,"20159",243,78
"24675",2010,"20159",282,105
"24676",2011,"20159",224,102
"24677",2012,"20159",279,104
"24678",2013,"20159",273,137
"24679",2014,"20159",256,83
"24680",2015,"20159",271,95
"24681",2016,"20159",305,101
"24682",2017,"20159",291,94
"24683",2018,"20159",301,118
"24684",2009,"27131",2443,405
"24685",2010,"27131",2557,369
"24686",2011,"27131",2923,478
"24687",2012,"27131",3159,463
"24688",2013,"27131",3300,404
"24689",2014,"27131",3115,401
"24690",2015,"27131",3353,409
"24691",2016,"27131",3535,488
"24692",2017,"27131",3438,408
"24693",2018,"27131",3625,408
"24694",2009,"49033",1,5
"24695",2010,"49033",4,7
"24696",2011,"49033",6,6
"24697",2012,"49033",18,13
"24698",2013,"49033",11,11
"24699",2014,"49033",16,14
"24700",2015,"49033",12,12
"24701",2016,"49033",32,38
"24702",2017,"49033",18,31
"24703",2018,"49033",9,15
"24704",2009,"31147",34,27
"24705",2010,"31147",31,27
"24706",2011,"31147",61,40
"24707",2012,"31147",36,28
"24708",2013,"31147",23,24
"24709",2014,"31147",10,12
"24710",2015,"31147",9,16
"24711",2016,"31147",1,3
"24712",2017,"31147",22,30
"24713",2018,"31147",16,21
"24714",2009,"17159",69,74
"24715",2010,"17159",133,95
"24716",2011,"17159",219,99
"24717",2012,"17159",143,101
"24718",2013,"17159",95,63
"24719",2014,"17159",71,68
"24720",2015,"17159",93,62
"24721",2016,"17159",101,75
"24722",2017,"17159",185,101
"24723",2018,"17159",230,105
"24724",2009,"30083",130,96
"24725",2010,"30083",125,89
"24726",2011,"30083",137,87
"24727",2012,"30083",107,82
"24728",2013,"30083",102,82
"24729",2014,"30083",55,44
"24730",2015,"30083",148,112
"24731",2016,"30083",144,125
"24732",2017,"30083",161,132
"24733",2018,"30083",157,145
"24734",2009,"38077",89,58
"24735",2010,"38077",111,60
"24736",2011,"38077",104,59
"24737",2012,"38077",120,66
"24738",2013,"38077",123,51
"24739",2014,"38077",112,48
"24740",2015,"38077",124,93
"24741",2016,"38077",104,81
"24742",2017,"38077",104,72
"24743",2018,"38077",87,93
"24744",2009,"39139",449,130
"24745",2010,"39139",564,185
"24746",2011,"39139",556,168
"24747",2012,"39139",572,230
"24748",2013,"39139",668,214
"24749",2014,"39139",651,228
"24750",2015,"39139",741,208
"24751",2016,"39139",730,207
"24752",2017,"39139",644,190
"24753",2018,"39139",727,216
"24754",2009,"45079",10900,919
"24755",2010,"45079",12603,810
"24756",2011,"45079",13488,1143
"24757",2012,"45079",12557,994
"24758",2013,"45079",12380,1006
"24759",2014,"45079",12922,1181
"24760",2015,"45079",12248,1087
"24761",2016,"45079",11719,936
"24762",2017,"45079",12201,1053
"24763",2018,"45079",12116,1165
"24764",2009,"55103",155,43
"24765",2010,"55103",200,65
"24766",2011,"55103",199,49
"24767",2012,"55103",220,54
"24768",2013,"55103",181,48
"24769",2014,"55103",207,51
"24770",2015,"55103",198,62
"24771",2016,"55103",211,46
"24772",2017,"55103",212,63
"24773",2018,"55103",255,64
"24774",2009,"22083",15,23
"24775",2010,"22083",53,57
"24776",2011,"22083",64,56
"24777",2012,"22083",43,52
"24778",2013,"22083",43,54
"24779",2014,"22083",48,43
"24780",2015,"22083",19,19
"24781",2016,"22083",16,16
"24782",2017,"22083",20,21
"24783",2018,"22083",20,21
"24784",2009,"13245",3236,455
"24785",2010,"13245",3714,483
"24786",2011,"13245",3792,504
"24787",2012,"13245",3509,542
"24788",2013,"13245",3631,573
"24789",2014,"13245",3543,636
"24790",2015,"13245",3708,652
"24791",2016,"13245",3516,587
"24792",2017,"13245",3547,523
"24793",2018,"13245",3366,552
"24794",2009,"36085",35763,2071
"24795",2010,"36085",35842,1723
"24796",2011,"36085",36328,1945
"24797",2012,"36085",35465,1600
"24798",2013,"36085",36476,2157
"24799",2014,"36085",36266,1568
"24800",2015,"36085",35469,2039
"24801",2016,"36085",34937,1543
"24802",2017,"36085",36429,2151
"24803",2018,"36085",36455,1869
"24804",2009,"37153",1325,165
"24805",2010,"37153",1619,211
"24806",2011,"37153",1738,211
"24807",2012,"37153",1619,248
"24808",2013,"37153",1538,261
"24809",2014,"37153",1422,299
"24810",2015,"37153",1501,221
"24811",2016,"37153",1246,217
"24812",2017,"37153",1114,223
"24813",2018,"37153",1200,171
"24814",2009,"51159",224,42
"24815",2010,"51159",310,57
"24816",2011,"51159",374,33
"24817",2012,"51159",356,43
"24818",2013,"51159",432,93
"24819",2014,"51159",381,113
"24820",2015,"51159",380,84
"24821",2016,"51159",281,105
"24822",2017,"51159",300,122
"24823",2018,"51159",191,69
"24824",2009,"51760",9231,721
"24825",2010,"51760",10893,790
"24826",2011,"51760",10827,805
"24827",2012,"51760",11496,704
"24828",2013,"51760",10640,652
"24829",2014,"51760",10331,634
"24830",2015,"51760",9875,626
"24831",2016,"51760",9390,583
"24832",2017,"51760",9660,684
"24833",2018,"51760",9899,731
"24834",2009,"20161",2584,420
"24835",2010,"20161",3271,426
"24836",2011,"20161",3427,496
"24837",2012,"20161",3569,553
"24838",2013,"20161",3407,423
"24839",2014,"20161",3486,465
"24840",2015,"20161",3929,475
"24841",2016,"20161",4285,579
"24842",2017,"20161",4407,652
"24843",2018,"20161",4666,626
"24844",2009,"72117",NA,NA
"24845",2010,"72117",NA,NA
"24846",2011,"72117",NA,NA
"24847",2012,"72117",NA,NA
"24848",2013,"72117",NA,NA
"24849",2014,"72117",NA,NA
"24850",2015,"72117",NA,NA
"24851",2016,"72117",NA,NA
"24852",2017,"72117",NA,NA
"24853",2018,"72117",NA,NA
"24854",2009,"19159",32,26
"24855",2010,"19159",72,43
"24856",2011,"19159",69,41
"24857",2012,"19159",26,24
"24858",2013,"19159",20,24
"24859",2014,"19159",33,29
"24860",2015,"19159",11,15
"24861",2016,"19159",22,11
"24862",2017,"19159",31,27
"24863",2018,"19159",47,33
"24864",2009,"35039",1695,394
"24865",2010,"35039",1962,387
"24866",2011,"35039",1989,419
"24867",2012,"35039",2021,354
"24868",2013,"35039",1837,432
"24869",2014,"35039",2013,426
"24870",2015,"35039",1586,369
"24871",2016,"35039",1447,378
"24872",2017,"35039",1068,296
"24873",2018,"35039",895,232
"24874",2009,"08103",285,82
"24875",2010,"08103",373,101
"24876",2011,"08103",261,127
"24877",2012,"08103",274,144
"24878",2013,"08103",301,144
"24879",2014,"08103",289,147
"24880",2015,"08103",159,63
"24881",2016,"08103",96,52
"24882",2017,"08103",125,72
"24883",2018,"08103",135,85
"24884",2009,"08105",208,179
"24885",2010,"08105",483,399
"24886",2011,"08105",567,324
"24887",2012,"08105",439,261
"24888",2013,"08105",472,197
"24889",2014,"08105",501,189
"24890",2015,"08105",421,158
"24891",2016,"08105",460,190
"24892",2017,"08105",489,207
"24893",2018,"08105",425,186
"24894",2009,"18137",248,91
"24895",2010,"18137",247,73
"24896",2011,"18137",145,68
"24897",2012,"18137",110,63
"24898",2013,"18137",193,92
"24899",2014,"18137",211,98
"24900",2015,"18137",262,96
"24901",2016,"18137",272,124
"24902",2017,"18137",221,109
"24903",2018,"18137",206,93
"24904",2009,"29181",75,52
"24905",2010,"29181",102,82
"24906",2011,"29181",87,69
"24907",2012,"29181",93,87
"24908",2013,"29181",61,71
"24909",2014,"29181",61,71
"24910",2015,"29181",10,14
"24911",2016,"29181",42,46
"24912",2017,"29181",17,26
"24913",2018,"29181",23,34
"24914",2009,"54085",6,8
"24915",2010,"54085",4,6
"24916",2011,"54085",9,10
"24917",2012,"54085",10,13
"24918",2013,"54085",9,11
"24919",2014,"54085",5,8
"24920",2015,"54085",6,9
"24921",2016,"54085",2,3
"24922",2017,"54085",54,83
"24923",2018,"54085",56,85
"24924",2009,"06065",269295,4719
"24925",2010,"06065",280850,4436
"24926",2011,"06065",277876,4927
"24927",2012,"06065",276101,4464
"24928",2013,"06065",272838,4151
"24929",2014,"06065",275502,4228
"24930",2015,"06065",274661,5291
"24931",2016,"06065",274724,4498
"24932",2017,"06065",271038,4175
"24933",2018,"06065",262772,4684
"24934",2009,"47145",223,100
"24935",2010,"47145",280,109
"24936",2011,"47145",294,104
"24937",2012,"47145",361,144
"24938",2013,"47145",444,153
"24939",2014,"47145",542,242
"24940",2015,"47145",556,199
"24941",2016,"47145",522,212
"24942",2017,"47145",403,179
"24943",2018,"47145",366,168
"24944",2009,"54087",47,39
"24945",2010,"54087",37,32
"24946",2011,"54087",25,24
"24947",2012,"54087",21,20
"24948",2013,"54087",19,20
"24949",2014,"54087",15,24
"24950",2015,"54087",14,25
"24951",2016,"54087",14,22
"24952",2017,"54087",22,29
"24953",2018,"54087",35,38
"24954",2009,"51161",2437,467
"24955",2010,"51161",2573,476
"24956",2011,"51161",2490,401
"24957",2012,"51161",2705,447
"24958",2013,"51161",2622,400
"24959",2014,"51161",2289,451
"24960",2015,"51161",2088,457
"24961",2016,"51161",2300,569
"24962",2017,"51161",2088,498
"24963",2018,"51161",2009,492
"24964",2009,"51770",2476,366
"24965",2010,"51770",4331,580
"24966",2011,"51770",4470,609
"24967",2012,"51770",4686,672
"24968",2013,"51770",5154,694
"24969",2014,"51770",5695,641
"24970",2015,"51770",5561,620
"24971",2016,"51770",5700,664
"24972",2017,"51770",5994,742
"24973",2018,"51770",5723,775
"24974",2009,"46109",40,22
"24975",2010,"46109",35,22
"24976",2011,"46109",50,32
"24977",2012,"46109",45,68
"24978",2013,"46109",41,61
"24979",2014,"46109",58,57
"24980",2015,"46109",51,50
"24981",2016,"46109",60,60
"24982",2017,"46109",42,36
"24983",2018,"46109",84,51
"24984",2009,"48393",17,25
"24985",2010,"48393",9,15
"24986",2011,"48393",2,6
"24987",2012,"48393",4,8
"24988",2013,"48393",5,8
"24989",2014,"48393",0,13
"24990",2015,"48393",0,13
"24991",2016,"48393",0,13
"24992",2017,"48393",0,13
"24993",2018,"48393",0,13
"24994",2009,"21201",0,123
"24995",2010,"21201",0,123
"24996",2011,"21201",0,89
"24997",2012,"21201",0,12
"24998",2013,"21201",0,11
"24999",2014,"21201",0,11
"25000",2015,"21201",0,11
"25001",2016,"21201",0,11
"25002",2017,"21201",0,11
"25003",2018,"21201",0,11
"25004",2009,"47147",2343,226
"25005",2010,"47147",2229,238
"25006",2011,"47147",2219,287
"25007",2012,"47147",2024,322
"25008",2013,"47147",2119,381
"25009",2014,"47147",1974,296
"25010",2015,"47147",2107,309
"25011",2016,"47147",1924,293
"25012",2017,"47147",2124,264
"25013",2018,"47147",2210,290
"25014",2009,"48395",966,245
"25015",2010,"48395",932,233
"25016",2011,"48395",996,183
"25017",2012,"48395",824,170
"25018",2013,"48395",754,216
"25019",2014,"48395",736,205
"25020",2015,"48395",801,238
"25021",2016,"48395",779,230
"25022",2017,"48395",810,215
"25023",2018,"48395",738,213
"25024",2009,"37155",5855,552
"25025",2010,"37155",6293,710
"25026",2011,"37155",6351,600
"25027",2012,"37155",6474,475
"25028",2013,"37155",6425,515
"25029",2014,"37155",6122,434
"25030",2015,"37155",5510,374
"25031",2016,"37155",5143,365
"25032",2017,"37155",4795,413
"25033",2018,"37155",4305,349
"25034",2009,"27133",77,38
"25035",2010,"27133",59,31
"25036",2011,"27133",95,31
"25037",2012,"27133",108,42
"25038",2013,"27133",99,25
"25039",2014,"27133",123,19
"25040",2015,"27133",126,19
"25041",2016,"27133",106,24
"25042",2017,"27133",97,32
"25043",2018,"27133",74,39
"25044",2009,"31149",9,12
"25045",2010,"31149",6,8
"25046",2011,"31149",7,10
"25047",2012,"31149",12,12
"25048",2013,"31149",4,7
"25049",2014,"31149",3,5
"25050",2015,"31149",3,5
"25051",2016,"31149",3,4
"25052",2017,"31149",0,9
"25053",2018,"31149",0,9
"25054",2009,"55105",4315,459
"25055",2010,"55105",4328,578
"25056",2011,"55105",4665,629
"25057",2012,"55105",4604,587
"25058",2013,"55105",4616,561
"25059",2014,"55105",4915,456
"25060",2015,"55105",4695,430
"25061",2016,"55105",4721,499
"25062",2017,"55105",4614,423
"25063",2018,"55105",4273,403
"25064",2009,"17161",5585,532
"25065",2010,"17161",6110,591
"25066",2011,"17161",6824,721
"25067",2012,"17161",7036,724
"25068",2013,"17161",6927,573
"25069",2014,"17161",6792,660
"25070",2015,"17161",7434,666
"25071",2016,"17161",7286,652
"25072",2017,"17161",7274,608
"25073",2018,"17161",6961,665
"25074",2009,"51163",136,116
"25075",2010,"51163",118,80
"25076",2011,"51163",233,94
"25077",2012,"51163",181,85
"25078",2013,"51163",157,85
"25079",2014,"51163",156,84
"25080",2015,"51163",155,90
"25081",2016,"51163",157,104
"25082",2017,"51163",183,90
"25083",2018,"51163",198,96
"25084",2009,"21203",13,21
"25085",2010,"21203",9,19
"25086",2011,"21203",0,89
"25087",2012,"21203",0,19
"25088",2013,"21203",0,18
"25089",2014,"21203",0,18
"25090",2015,"21203",18,26
"25091",2016,"21203",14,17
"25092",2017,"21203",7,16
"25093",2018,"21203",9,12
"25094",2009,"13247",5621,436
"25095",2010,"13247",5921,401
"25096",2011,"13247",5649,489
"25097",2012,"13247",5189,603
"25098",2013,"13247",5038,601
"25099",2014,"13247",4723,631
"25100",2015,"13247",4532,511
"25101",2016,"13247",3878,505
"25102",2017,"13247",4060,588
"25103",2018,"13247",3330,485
"25104",2009,"33015",5790,655
"25105",2010,"33015",5811,612
"25106",2011,"33015",5087,506
"25107",2012,"33015",4809,542
"25108",2013,"33015",5053,498
"25109",2014,"33015",5238,530
"25110",2015,"33015",5450,556
"25111",2016,"33015",5663,572
"25112",2017,"33015",5716,573
"25113",2018,"33015",5454,638
"25114",2009,"37157",2648,321
"25115",2010,"37157",2749,287
"25116",2011,"37157",2922,303
"25117",2012,"37157",2876,308
"25118",2013,"37157",2910,324
"25119",2014,"37157",2780,334
"25120",2015,"37157",2574,355
"25121",2016,"37157",2228,359
"25122",2017,"37157",1935,395
"25123",2018,"37157",2043,483
"25124",2009,"51165",2192,403
"25125",2010,"51165",2446,388
"25126",2011,"51165",2564,412
"25127",2012,"51165",2915,415
"25128",2013,"51165",2664,399
"25129",2014,"51165",2628,364
"25130",2015,"51165",2803,418
"25131",2016,"51165",2758,356
"25132",2017,"51165",2511,413
"25133",2018,"51165",2697,471
"25134",2009,"36087",28117,1333
"25135",2010,"36087",31170,1666
"25136",2011,"36087",31548,1620
"25137",2012,"36087",30810,1695
"25138",2013,"36087",30916,1678
"25139",2014,"36087",30197,1384
"25140",2015,"36087",29147,1246
"25141",2016,"36087",29779,1547
"25142",2017,"36087",30005,1371
"25143",2018,"36087",27925,1426
"25144",2009,"48397",4540,616
"25145",2010,"48397",4338,621
"25146",2011,"48397",5266,805
"25147",2012,"48397",5185,812
"25148",2013,"48397",4598,701
"25149",2014,"48397",4463,726
"25150",2015,"48397",4390,680
"25151",2016,"48397",4073,611
"25152",2017,"48397",4361,703
"25153",2018,"48397",4547,667
"25154",2009,"40129",72,42
"25155",2010,"40129",72,31
"25156",2011,"40129",75,28
"25157",2012,"40129",71,32
"25158",2013,"40129",75,33
"25159",2014,"40129",74,52
"25160",2015,"40129",24,19
"25161",2016,"40129",26,27
"25162",2017,"40129",34,35
"25163",2018,"40129",47,34
"25164",2009,"40131",1042,294
"25165",2010,"40131",1239,347
"25166",2011,"40131",1240,300
"25167",2012,"40131",1136,332
"25168",2013,"40131",1112,201
"25169",2014,"40131",1161,182
"25170",2015,"40131",1076,190
"25171",2016,"40131",1117,187
"25172",2017,"40131",1078,167
"25173",2018,"40131",1045,193
"25174",2009,"38079",40,30
"25175",2010,"38079",60,44
"25176",2011,"38079",28,25
"25177",2012,"38079",24,19
"25178",2013,"38079",30,26
"25179",2014,"38079",28,20
"25180",2015,"38079",16,14
"25181",2016,"38079",20,20
"25182",2017,"38079",10,15
"25183",2018,"38079",7,10
"25184",2009,"20163",8,13
"25185",2010,"20163",0,109
"25186",2011,"20163",2,3
"25187",2012,"20163",1,4
"25188",2013,"20163",8,10
"25189",2014,"20163",9,12
"25190",2015,"20163",18,15
"25191",2016,"20163",26,21
"25192",2017,"20163",20,15
"25193",2018,"20163",9,8
"25194",2009,"30085",25,20
"25195",2010,"30085",36,34
"25196",2011,"30085",29,27
"25197",2012,"30085",34,34
"25198",2013,"30085",46,37
"25199",2014,"30085",25,21
"25200",2015,"30085",27,22
"25201",2016,"30085",59,36
"25202",2017,"30085",93,54
"25203",2018,"30085",78,44
"25204",2009,"35041",952,252
"25205",2010,"35041",898,279
"25206",2011,"35041",1127,260
"25207",2012,"35041",1138,297
"25208",2013,"35041",1232,310
"25209",2014,"35041",1232,288
"25210",2015,"35041",1435,303
"25211",2016,"35041",1557,372
"25212",2017,"35041",1608,359
"25213",2018,"35041",1499,282
"25214",2009,"26143",204,90
"25215",2010,"26143",250,98
"25216",2011,"26143",254,77
"25217",2012,"26143",289,101
"25218",2013,"26143",321,156
"25219",2014,"26143",265,92
"25220",2015,"26143",189,86
"25221",2016,"26143",143,76
"25222",2017,"26143",127,65
"25223",2018,"26143",145,77
"25224",2009,"27135",149,47
"25225",2010,"27135",145,49
"25226",2011,"27135",171,50
"25227",2012,"27135",237,57
"25228",2013,"27135",237,53
"25229",2014,"27135",219,62
"25230",2015,"27135",267,67
"25231",2016,"27135",257,57
"25232",2017,"27135",235,83
"25233",2018,"27135",223,68
"25234",2009,"30087",20,27
"25235",2010,"30087",17,27
"25236",2011,"30087",12,18
"25237",2012,"30087",13,16
"25238",2013,"30087",19,16
"25239",2014,"30087",40,38
"25240",2015,"30087",43,35
"25241",2016,"30087",66,49
"25242",2017,"30087",76,55
"25243",2018,"30087",78,48
"25244",2009,"39141",364,122
"25245",2010,"39141",317,122
"25246",2011,"39141",277,108
"25247",2012,"39141",309,99
"25248",2013,"39141",313,104
"25249",2014,"39141",336,89
"25250",2015,"39141",342,121
"25251",2016,"39141",301,91
"25252",2017,"39141",324,92
"25253",2018,"39141",349,108
"25254",2009,"08107",674,178
"25255",2010,"08107",635,230
"25256",2011,"08107",575,177
"25257",2012,"08107",532,208
"25258",2013,"08107",579,227
"25259",2014,"08107",738,364
"25260",2015,"08107",921,370
"25261",2016,"08107",1069,445
"25262",2017,"08107",810,358
"25263",2018,"08107",766,386
"25264",2009,"21205",385,317
"25265",2010,"21205",91,86
"25266",2011,"21205",64,58
"25267",2012,"21205",24,23
"25268",2013,"21205",46,45
"25269",2014,"21205",102,70
"25270",2015,"21205",221,152
"25271",2016,"21205",484,218
"25272",2017,"21205",411,253
"25273",2018,"21205",370,222
"25274",2009,"37159",4569,569
"25275",2010,"37159",5356,493
"25276",2011,"37159",5993,558
"25277",2012,"37159",5452,541
"25278",2013,"37159",5214,589
"25279",2014,"37159",4868,563
"25280",2015,"37159",4291,580
"25281",2016,"37159",4204,454
"25282",2017,"37159",4062,594
"25283",2018,"37159",4248,638
"25284",2009,"48399",224,111
"25285",2010,"48399",211,119
"25286",2011,"48399",284,131
"25287",2012,"48399",293,127
"25288",2013,"48399",319,129
"25289",2014,"48399",276,106
"25290",2015,"48399",245,80
"25291",2016,"48399",220,71
"25292",2017,"48399",176,63
"25293",2018,"48399",194,105
"25294",2009,"18139",48,39
"25295",2010,"18139",26,27
"25296",2011,"18139",25,23
"25297",2012,"18139",38,35
"25298",2013,"18139",16,21
"25299",2014,"18139",18,29
"25300",2015,"18139",47,47
"25301",2016,"18139",76,56
"25302",2017,"18139",40,34
"25303",2018,"18139",60,39
"25304",2009,"20165",25,18
"25305",2010,"20165",23,18
"25306",2011,"20165",22,22
"25307",2012,"20165",16,15
